threshold,far,frr,acc,tpr,tnr,ppv,npv,f1_score
0.29,0.0003403675970047651,0.372305682560418,0.8098333333333333,0.6276943174395819,0.9996596324029953,0.999479979199168,0.7203826342899191,0.7711133400200603
0.39,0.0,0.5258001306335728,0.7316666666666667,0.47419986936642716,1.0,1.0,0.6459982409850483,0.6433318564466105
0.22,0.0003403675970047651,0.2612671456564337,0.8665,0.7387328543435663,0.9996596324029953,0.9995581087052585,0.7859245383997859,0.8495774647887324
0.27,0.0003403675970047651,0.34160679294578705,0.8255,0.6583932070542129,0.9996596324029953,0.9995042141794744,0.7373838814963596,0.7938570584760779
0.25,0.0003403675970047651,0.3125408229915088,0.8403333333333334,0.6874591770084911,0.9996596324029953,0.9995251661918328,0.7542372881355932,0.8146284829721362
0.28,0.0003403675970047651,0.35401698236446766,0.8191666666666667,0.6459830176355323,0.9996596324029953,0.9994946942900454,0.7304153195722457,0.7847649275937315
0.26,0.0003403675970047651,0.3278902677988243,0.8325,0.6721097322011756,0.9996596324029953,0.9995143273433705,0.7452423242831768,0.8037492677211481
0.31,0.0003403675970047651,0.4052906596995428,0.793,0.5947093403004572,0.9996596324029953,0.9994511525795828,0.7029679272379129,0.7457002457002457
0.49,0.0,0.6642717178314826,0.661,0.3357282821685173,1.0,1.0,0.5909090909090909,0.5026894865525673
0.34,0.0,0.45362508164598303,0.7685,0.546374918354017,1.0,1.0,0.678992373468916,0.7066525871172122
0.4,0.0,0.5401698236446767,0.7243333333333334,0.4598301763553233,1.0,1.0,0.639808362369338,0.6299776286353467
0.48,0.0,0.651208360548661,0.6676666666666666,0.348791639451339,1.0,1.0,0.5957015409570154,0.5171912832929783
0.3,0.0003403675970047651,0.38634879163945135,0.8026666666666666,0.6136512083605487,0.9996596324029953,0.999468085106383,0.7128640776699029,0.7604208822339135
0.45,0.0,0.6126714565643371,0.6873333333333334,0.387328543435663,1.0,1.0,0.6103032820938928,0.5583804143126176
0.21,0.0003403675970047651,0.24461136512083606,0.875,0.755388634879164,0.9996596324029953,0.9995678478824547,0.7967986977753663,0.8604910714285715
0.41,0.0,0.5502939255388635,0.7191666666666666,0.44970607446113653,1.0,1.0,0.6355180618645901,0.6204100022527597
0.38,0.0,0.5124101894186806,0.7385,0.4875898105813194,1.0,1.0,0.6518748613268249,0.655543358946213
0.46,0.0,0.6270411495754409,0.68,0.3729588504245591,1.0,1.0,0.6047756278303829,0.5432921027592769
0.35,0.0,0.472893533638145,0.7586666666666667,0.527106466361855,1.0,1.0,0.6698586411308709,0.690333618477331
0.36,0.0,0.4853037230568256,0.7523333333333333,0.5146962769431744,1.0,1.0,0.6641048824593129,0.6796032772746874
0.37,0.0,0.4996734160679295,0.745,0.5003265839320705,1.0,1.0,0.6575649059982095,0.6669569003047453
0.44,0.0,0.5960156760287394,0.6958333333333333,0.4039843239712606,1.0,1.0,0.6168381272307369,0.5754826703884625
0.42,0.0,0.5646636185499674,0.7118333333333333,0.4353363814500327,1.0,1.0,0.6295264623955432,0.6065984072810012
0.5,0.0,0.6802743305029393,0.6528333333333334,0.31972566949706077,1.0,1.0,0.5851424019119698,0.4845335313041327
0.55,0.0,0.7436316133246245,0.6205,0.2563683866753756,1.0,1.0,0.5633748801534036,0.4081102157525345
0.52,0.0,0.7083605486610058,0.6385,0.2916394513389941,1.0,1.0,0.5752888192676718,0.45158027812895063
0.54,0.0,0.7348138471587198,0.625,0.2651861528412802,1.0,1.0,0.5663068619892059,0.4192049561177078
0.47,0.0,0.6378184193337688,0.6745,0.36218158066623124,1.0,1.0,0.6006951543651605,0.5317669623591466
0.53,0.0,0.7220770738079686,0.6315,0.27792292619203135,1.0,1.0,0.5705962322781123,0.43496038844876056
0.56,0.0,0.7544088830829523,0.615,0.24559111691704769,1.0,1.0,0.5598323170731707,0.39433665443104354
0.51,0.0,0.6926845199216198,0.6465,0.30731548007838017,1.0,1.0,0.5807471832377941,0.4701473894579066
0.62,0.0,0.8073154800783802,0.588,0.19268451992161986,1.0,1.0,0.5430683918669131,0.32311062431544363
0.58,0.0,0.7694317439581972,0.6073333333333333,0.23056825604180275,1.0,1.0,0.5549678881752927,0.3747346072186837
0.6,0.0,0.7887001959503592,0.5975,0.21129980404964077,1.0,1.0,0.548851111526247,0.3488811000269615
0.64,0.0,0.8275636838667537,0.5776666666666667,0.17243631613324625,1.0,1.0,0.5369152046783626,0.29415041782729806
0.61,0.0,0.7978445460483344,0.5928333333333333,0.20215545395166556,1.0,1.0,0.5459951681843523,0.3363216517250747
0.63,0.0,0.8161332462442847,0.5835,0.1838667537557152,1.0,1.0,0.5403715284164061,0.31062068965517237
0.59,0.0,0.7792292619203135,0.6023333333333334,0.22077073807968647,1.0,1.0,0.5518407212622088,0.36169074371321563
0.57,0.0,0.7609405617243632,0.6116666666666667,0.23905943827563683,1.0,1.0,0.5577069096431283,0.385872430152873
0.66,0.0,0.8419333768778576,0.5703333333333334,0.1580666231221424,1.0,1.0,0.5326323422770123,0.2729836435420192
0.69,0.0,0.8654474199869366,0.5583333333333333,0.13455258001306336,1.0,1.0,0.5257695060844667,0.23719055843408177
0.65,0.0,0.8350751143043762,0.5738333333333333,0.16492488569562377,1.0,1.0,0.5346678798908098,0.2831511073731427
0.7,0.0,0.8736120182887002,0.5541666666666667,0.1263879817112998,1.0,1.0,0.5234277569926955,0.22441287329660772
0.72,0.0,0.8899412148922273,0.5458333333333333,0.1100587851077727,1.0,1.0,0.5188062864206251,0.1982936157693439
