threshold,far,frr,acc,tpr,tnr,ppv,npv,f1_score
0.43,0.0,0.5774003919007185,0.7053333333333334,0.42259960809928154,1.0,1.0,0.6243093922651933,0.5941230486685033
0.29,0.0003403675970047651,0.3736120182887002,0.8091666666666667,0.6263879817112998,0.9996596324029953,0.9994788952579469,0.7196765498652291,0.7701264806263802
0.39,0.0,0.5251469627694317,0.732,0.47485303723056826,1.0,1.0,0.6462824461064672,0.6439326837909655
0.22,0.0003403675970047651,0.2602873938602221,0.867,0.739712606139778,0.9996596324029953,0.999558693733451,0.7865559721478308,0.8502252252252253
0.27,0.0003403675970047651,0.34193337687785763,0.8253333333333334,0.6580666231221424,0.9996596324029953,0.9995039682539683,0.7371987951807228,0.7936195352500985
0.25,0.0003403675970047651,0.3118876551273677,0.8406666666666667,0.6881123448726323,0.9996596324029953,0.9995256166982922,0.7546248715313464,0.8150870406189555
0.28,0.0003403675970047651,0.3559764859568909,0.8181666666666667,0.6440235140431091,0.9996596324029953,0.9994931576279777,0.7293270424633722,0.7833167825223436
0.26,0.0003403675970047651,0.32691051600261267,0.833,0.6730894839973873,0.9996596324029953,0.9995150339476236,0.7458100558659218,0.8044496487119438
0.31,0.0003403675970047651,0.40594382756368386,0.7926666666666666,0.5940561724363161,0.9996596324029953,0.9994505494505495,0.7026315789473684,0.7451863990167965
0.49,0.0,0.6655780535597648,0.6603333333333333,0.33442194644023515,1.0,1.0,0.5904340836012861,0.5012236906510035
0.34,0.0,0.45460483344219466,0.768,0.5453951665578054,1.0,1.0,0.6785219399538106,0.705832628909552
0.4,0.0,0.5408229915088177,0.724,0.45917700849118226,1.0,1.0,0.6395298215063125,0.6293643688451208
0.48,0.0,0.6525146962769431,0.667,0.3474853037230568,1.0,1.0,0.5952188006482982,0.5157537566650509
0.3,0.0003403675970047651,0.3883082952318746,0.8016666666666666,0.6116917047681254,0.9996596324029953,0.9994663820704376,0.7118274357731459,0.7589141004862237
0.45,0.0,0.6116917047681254,0.6878333333333333,0.3883082952318746,1.0,1.0,0.6106838495115361,0.5593977887555869
0.21,0.0003403675970047651,0.24461136512083606,0.875,0.755388634879164,0.9996596324029953,0.9995678478824547,0.7967986977753663,0.8604910714285715
0.41,0.0,0.550620509470934,0.719,0.44937949052906595,1.0,1.0,0.6353806228373703,0.6200991437584497
0.38,0.0,0.5124101894186806,0.7385,0.4875898105813194,1.0,1.0,0.6518748613268249,0.655543358946213
0.46,0.0,0.6260613977792293,0.6805,0.37393860222077074,1.0,1.0,0.6051493305870237,0.5443308771095793
0.35,0.0,0.4719137818419334,0.7591666666666667,0.5280862181580667,1.0,1.0,0.6703171343828428,0.6911733276341099
0.36,0.0,0.4869366427171783,0.7515,0.5130633572828217,1.0,1.0,0.663355159178144,0.6781782862076408
